Customer_ID,Gender,Age,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase
10769,F,26-35,C,2,0,34009
10770,M,18-25,A,0,0,198895
10771,M,51-55,C,3,0,52619
10772,M,18-25,C,0,0,44748
10773,F,26-35,A,3,0,44182
10774,M,26-35,C,4+,0,15756
10775,M,36-45,A,2,1,36833
10776,M,36-45,C,0,1,34011
10777,M,18-25,A,3,0,22662
10778,M,26-35,C,0,0,39825
10779,M,51-55,C,1,1,37366
10780,M,26-35,A,2,1,261042
10781,M,36-45,C,2,0,50633
10782,M,36-45,C,1,1,20850
10783,M,18-25,C,1,0,25678
10784,M,36-45,A,2,0,100472
10785,M,26-35,B,1,0,96703
10786,F,26-35,B,3,0,36425
10787,M,36-45,C,1,0,66103
10788,M,55+,C,1,1,26438
10789,M,36-45,B,3,1,200689
10790,M,26-35,C,2,0,115086
10791,M,26-35,B,1,0,231226
10792,M,36-45,B,4+,0,55468
10793,M,26-35,B,4+,0,162287
10794,M,26-35,B,1,0,111002
10795,M,36-45,B,1,1,179056
10796,F,46-50,C,4+,1,41987
10797,M,26-35,B,3,0,75601
10798,M,51-55,C,1,1,40085
10799,F,36-45,C,2,0,12572
10800,M,46-50,C,3,0,61202
10801,F,26-35,A,1,0,22105
10802,M,26-35,A,2,0,36969
10803,M,55+,C,2,1,109074
10804,F,0-17,C,1,0,24465
10805,F,18-25,A,3,0,55048
10806,F,0-17,A,2,0,9423
10807,F,26-35,C,1,1,49418
10808,M,36-45,A,0,1,188443
10809,M,51-55,B,1,0,147687
10810,M,18-25,C,4+,0,61222
10811,M,26-35,A,4+,0,616442
10812,F,26-35,C,0,0,8978
10813,F,36-45,C,0,0,31003
10814,M,36-45,C,0,0,64154
10815,M,36-45,B,1,0,16411
10816,F,0-17,B,2,0,24519
10817,F,18-25,B,0,0,52784
10818,F,18-25,B,2,0,39045
10819,M,55+,B,4+,1,264132
10820,M,26-35,C,2,0,86592
10821,M,26-35,C,3,0,7391
10822,F,46-50,A,3,1,11679
10823,M,18-25,A,3,0,180777
10824,M,26-35,B,2,1,221591
10825,F,26-35,C,1,0,51898
10826,M,26-35,B,0,1,129254
10827,M,36-45,B,1,0,36756
10828,M,26-35,C,2,0,69519
10829,M,26-35,B,2,0,88557
10830,M,18-25,B,4+,0,15607
10831,F,26-35,B,3,0,252838
10832,M,26-35,A,4+,0,119238
10833,M,26-35,B,2,0,121625
10834,F,18-25,C,1,1,17253
10835,M,36-45,C,0,1,9749
10836,F,26-35,C,3,1,24604
10837,M,51-55,C,4+,1,76794
10838,M,36-45,C,1,0,17812
10839,F,26-35,C,0,1,23620
10840,M,18-25,B,1,1,3002
10841,F,46-50,A,1,1,134533
10842,F,26-35,C,1,0,5673
10843,F,18-25,C,1,0,32043
10844,F,51-55,C,1,1,66102
10845,F,26-35,A,3,0,222319
10846,M,36-45,B,0,1,165382
10847,M,26-35,C,1,1,25497
10848,F,36-45,B,0,1,36159
10849,M,36-45,B,3,0,47908
10850,M,18-25,A,2,0,27923
10851,M,26-35,A,3,0,65892
10852,M,46-50,B,1,1,47409
10853,M,36-45,C,4+,1,16950
10854,M,18-25,B,0,1,280654
10855,M,51-55,C,4+,1,86885
10856,F,51-55,A,1,1,50306
10857,M,26-35,B,1,0,8931
10858,M,36-45,B,3,0,6768
10859,F,36-45,C,3,0,56566
10860,M,18-25,C,3,0,148643
10861,M,36-45,B,2,1,73395
10862,M,36-45,C,2,0,39159
10863,M,55+,C,2,0,7904
10864,F,36-45,B,1,0,23244
10865,F,36-45,A,3,0,372780
10866,M,36-45,A,4+,1,83905
10867,M,46-50,C,1,1,27229
10868,M,36-45,C,3,1,124693
10869,M,18-25,C,3,0,55181
10870,F,55+,B,1,1,172865
10871,M,46-50,B,3,1,232268
10872,M,36-45,A,1,1,36431
10873,M,26-35,C,1,0,56480
10874,F,26-35,A,1,1,36929
10875,F,26-35,C,3,1,79418
10876,F,51-55,B,0,0,45731
10877,F,18-25,B,1,1,46419
10878,M,46-50,C,4+,1,18358
10879,M,26-35,A,1,1,18046
10880,M,55+,B,3,1,8256
10881,M,46-50,C,0,1,68535
10882,F,26-35,B,0,0,161750
10883,F,55+,C,2,0,26466
10884,M,26-35,C,1,1,103144
10885,M,46-50,C,1,1,16960
10886,M,26-35,C,1,0,167321
10887,M,36-45,C,3,0,56663
10888,M,55+,C,1,0,99041
10889,M,0-17,B,0,0,11671
10890,M,26-35,C,0,0,60151
10891,M,55+,A,2,1,60959
10892,M,26-35,A,3,1,51369
10893,M,26-35,C,2,0,170735
10894,F,18-25,A,1,0,41343
10895,F,36-45,B,0,1,7886
10896,M,36-45,C,1,0,79913
10897,M,18-25,B,3,0,132823
10898,M,51-55,A,4+,1,78184
10899,M,51-55,C,2,0,14313
10900,F,46-50,C,1,1,40722
10901,M,51-55,C,1,1,5889
10902,M,18-25,A,3,0,32270
10903,M,26-35,C,1,0,8447
10904,M,18-25,A,0,0,168796
10905,M,36-45,C,1,1,27211
10906,M,26-35,A,0,0,283963
10907,M,26-35,C,1,0,86067
10908,M,36-45,C,2,0,16325
10909,M,26-35,B,1,1,50031
10910,F,36-45,C,1,0,11779
10911,F,55+,C,1,1,21022
10912,M,51-55,B,4+,1,158018
10913,M,18-25,A,1,1,166608
10914,M,26-35,A,1,1,322094
10915,M,36-45,A,2,0,227946
10916,M,26-35,B,2,0,33161
10917,F,26-35,B,1,0,34426
10918,M,36-45,C,3,0,44403
10919,M,55+,A,4+,0,47857
10920,F,18-25,B,3,1,8342
10921,F,26-35,A,0,1,8601
10922,M,26-35,B,1,0,168771
10923,M,26-35,B,1,1,9999
10924,M,36-45,C,4+,1,29899
10925,M,55+,C,0,1,569
10926,F,26-35,A,0,1,52401
10927,M,26-35,C,4+,0,125048
10928,F,46-50,C,0,1,74974
10929,M,51-55,A,1,1,78727
10930,M,18-25,B,3,1,68836
10931,M,26-35,A,1,0,11623
10932,M,36-45,B,1,0,132229
10933,F,0-17,A,2,0,38216
10934,M,46-50,C,2,1,27663
10935,F,36-45,C,1,1,120216
10936,F,46-50,B,2,0,161046
10937,F,36-45,B,2,1,127703
10938,F,26-35,C,4+,1,79994
10939,M,18-25,B,4+,0,34012
10940,M,26-35,A,2,0,32035
10941,F,36-45,A,3,1,278216
10942,F,18-25,A,1,0,26980
10943,M,26-35,C,3,1,105407
10944,M,36-45,C,1,1,26854
10945,F,36-45,B,1,0,172331
10946,F,51-55,C,2,0,25109
10947,F,46-50,C,1,0,36198
10948,M,55+,C,1,0,55863
10949,M,55+,C,2,1,94250
10950,F,0-17,B,1,0,80537
10951,M,51-55,B,1,1,34414
10952,M,46-50,C,4+,0,40583
10953,F,26-35,B,2,1,24818
10954,M,0-17,C,3,0,76969
10955,M,18-25,C,1,0,72293
10956,M,51-55,C,3,1,16414
10957,M,55+,C,4+,0,10326
10958,M,26-35,B,3,0,103300
10959,M,18-25,C,0,0,67180
10960,M,36-45,C,3,0,24593
10961,M,26-35,C,0,0,52897
10962,M,26-35,B,1,1,77965
10963,F,46-50,B,3,1,110178
10964,M,18-25,B,4+,0,268763
10965,M,26-35,C,2,0,23774
10966,M,26-35,B,1,1,20764
10967,M,18-25,C,3,0,59328
10968,M,18-25,B,1,1,74944
10969,F,0-17,C,1,0,71607
10970,M,18-25,A,2,0,159192
10971,F,36-45,A,0,0,98321
10972,M,36-45,C,2,0,35320
10973,M,36-45,B,4+,0,205003
10974,F,18-25,B,2,0,146245
10975,M,18-25,C,2,0,93724
10976,F,18-25,B,4+,0,161395
10977,M,36-45,C,1,1,47477
10978,F,26-35,B,4+,1,198935
10979,F,26-35,C,1,0,37208
10980,F,46-50,C,0,1,26758
10981,M,36-45,B,1,0,20358
10982,M,18-25,B,1,0,121696
10983,M,36-45,C,2,0,8068
10984,M,26-35,C,4+,0,55286
10985,M,26-35,B,1,1,12512
10986,M,36-45,C,1,1,29390
10987,F,51-55,C,2,0,59005
10988,M,18-25,C,1,0,61435
10989,F,36-45,C,4+,0,7101
10990,M,18-25,B,0,0,194874
10991,M,26-35,A,3,0,32074
10992,F,26-35,B,4+,0,70247
10993,M,51-55,C,1,0,11621
10994,F,18-25,C,2,1,5126
10995,M,26-35,A,0,1,278615
10996,M,18-25,C,1,1,940
10997,F,26-35,C,0,0,26127
10998,M,55+,C,1,1,20251
10999,F,0-17,C,1,0,5464
11000,M,18-25,A,0,0,244074
11001,F,18-25,C,2,0,25167
11002,M,26-35,C,4+,1,111106
11003,M,26-35,A,2,0,16832
11004,M,26-35,B,3,1,119755
11005,M,36-45,A,4+,0,8490
11006,F,26-35,C,1,1,135849
11007,M,36-45,C,4+,0,1700
11008,M,36-45,C,4+,0,63277
11009,M,51-55,C,1,1,179822
11010,M,55+,C,3,1,129391
11011,M,46-50,C,1,1,70091
11012,F,36-45,A,3,0,45995
11013,F,46-50,C,1,0,20034
11014,M,26-35,C,3,0,39688
11015,M,51-55,B,1,0,88549
11016,M,26-35,C,4+,1,13315
11017,M,26-35,A,1,0,42224
11018,M,46-50,B,1,1,817592
11019,M,26-35,C,1,0,11775
11020,F,26-35,B,1,1,133646
11021,F,18-25,A,2,0,3669
11022,M,26-35,B,3,0,219097
11023,M,51-55,B,1,1,106603
11024,M,18-25,C,1,0,25555
11025,M,26-35,A,4+,0,209670
11026,M,0-17,C,2,0,33713
11027,M,26-35,C,2,1,5888
11028,M,46-50,A,2,1,44152
11029,M,0-17,C,1,0,4507
11030,M,55+,C,0,1,41254
11031,F,0-17,C,2,0,13097
11032,F,26-35,B,2,1,57105
11033,M,26-35,B,3,1,451874
11034,M,46-50,C,2,1,123403
11035,F,26-35,A,4+,0,16716
11036,M,46-50,C,4+,0,62216
11037,M,36-45,C,1,0,15487
11038,M,26-35,B,1,1,130323
